0	0	What	O	4.346163913512977
0	0	software	O	4.441474093317302
0	0	can	O	4.798149037256034
0	0	I	O	3.7483269127573564
0	0	use	O	6.050912005751402
0	0	to	O	2.467393067295292
0	0	view	O	5.645446897643238
0	0	epub	O	6.744059186311348
0	0	documents	O	6.050912005751402
0	0	?	O	2.481379309270032
0	0	Which	O	5.645446897643238
0	0	PDF	O	5.645446897643238
0	0	Viewer	O	6.744059186311348
0	0	would	O	6.744059186311348
0	0	you	O	5.357764825191457
0	0	recommend	O	5.357764825191457
0	0	IDEs	O	6.744059186311348
0	0	are	O	5.134621273877247
0	0	available	O	5.357764825191457
0	0	for	O	4.1791098288498105
0	0	Ubuntu	O	3.6995367485879243
0	0	What's	O	5.645446897643238
0	0	the	O	3.910845842255131
0	0	best	O	5.645446897643238
0	0	Mind	O	6.744059186311348
0	0	Mapping	O	6.744059186311348
0	0	Software	O	5.357764825191457
0	0	read	O	6.050912005751402
0	0	a	O	3.8536874284151827
0	0	QR	O	6.744059186311348
0	0	code	O	6.744059186311348
0	0	word	O	6.744059186311348
0	0	conversion	O	6.744059186311348
0	0	Is	O	3.910845842255131
0	0	there	O	4.1791098288498105
0	0	that	O	5.645446897643238
0	0	.dwg	O	6.744059186311348
0	0	files	O	6.050912005751402
0	0	some	O	5.645446897643238
0	0	good	O	5.357764825191457
0	0	PHP	O	6.744059186311348
0	0	editors	O	6.744059186311348
0	0	utility	O	6.744059186311348
0	0	adjust	O	6.744059186311348
0	0	screen	O	6.050912005751402
0	0	gamma/brightness/contrast	O	6.744059186311348
0	0	Please	O	6.744059186311348
0	0	hex	O	6.744059186311348
0	0	editor	O	5.645446897643238
0	0	shell	O	6.744059186311348
0	0	LAN	O	6.744059186311348
0	0	topology	O	6.744059186311348
0	0	mapping	O	6.744059186311348
0	0	in	O	4.798149037256034
0	0	tool	O	6.050912005751402
0	0	like	O	6.050912005751402
0	0	wifi	O	6.744059186311348
0	0	analyzer	O	6.744059186311348
0	0	ubuntu	O	5.645446897643238
